"Date","Municipality","Trip Duration","Membership Type","No of Trips","Miles Travelled"
"5/1/2013","Washington, DC","<0.5 hr","24-hr Pass","36638","0"
"5/1/2013","Washington, DC","<0.5 hr","Annual","174875","259440"
"5/1/2013","Washington, DC","0.5 - 1 hr","24-hr Pass","10037","0"
"5/1/2013","Washington, DC","0.5 - 1 hr","Annual","3378","0"
"5/1/2013","Washington, DC","1 - 1.5 hr","24-hr Pass","4617","0"
"5/1/2013","Washington, DC","1 - 1.5 hr","Annual","342","0"
"5/1/2013","Washington, DC","1.5 - 2 hr","24-hr Pass","2685","0"
"5/1/2013","Washington, DC","1.5 - 2 hr","Annual","155","0"
"5/1/2013","Washington, DC","2 - 3 hr","24-hr Pass","2232","0"
"5/1/2013","Washington, DC","2 - 3 hr","Annual","118","0"
"5/1/2013","Washington, DC","3 - 4 hr","24-hr Pass","593","0"
"5/1/2013","Washington, DC","3 - 4 hr","Annual","44","0"
"5/1/2013","Washington, DC","4 - 5 hr","24-hr Pass","197","0"
"5/1/2013","Washington, DC","4 - 5 hr","Annual","19","0"
"5/1/2013","Washington, DC","5 - 24 hr","24-hr Pass","220","0"
"5/1/2013","Washington, DC","5 - 24 hr","Annual","136","0"
"6/1/2013","Alexandria, VA","<0.5 hr","24-hr Pass","366","0"
"6/1/2013","Alexandria, VA","<0.5 hr","Annual","1554","2567"
"6/1/2013","Alexandria, VA","0.5 - 1 hr","24-hr Pass","173","0"
"6/1/2013","Alexandria, VA","0.5 - 1 hr","Annual","47","0"
"6/1/2013","Alexandria, VA","1 - 1.5 hr","24-hr Pass","121","0"
"6/1/2013","Alexandria, VA","1 - 1.5 hr","Annual","11","0"
"6/1/2013","Alexandria, VA","1.5 - 2 hr","24-hr Pass","62","0"
"6/1/2013","Alexandria, VA","1.5 - 2 hr","Annual","3","0"
"6/1/2013","Alexandria, VA","2 - 3 hr","24-hr Pass","36","0"
"6/1/2013","Alexandria, VA","2 - 3 hr","Annual","4","0"
"6/1/2013","Alexandria, VA","3 - 4 hr","24-hr Pass","16","0"
"6/1/2013","Alexandria, VA","3 - 4 hr","Annual","1","0"
"6/1/2013","Alexandria, VA","4 - 5 hr","24-hr Pass","2","0"
"6/1/2013","Alexandria, VA","4 - 5 hr","Annual","0","0"
"6/1/2013","Alexandria, VA","5 - 24 hr","24-hr Pass","1","0"
"6/1/2013","Alexandria, VA","5 - 24 hr","Annual","1","0"
"6/1/2013","Arlington, VA","<0.5 hr","24-hr Pass","2184","0"
"6/1/2013","Arlington, VA","<0.5 hr","Annual","15","19816"
"6/1/2013","Arlington, VA","0.5 - 1 hr","24-hr Pass","846","0"
"6/1/2013","Arlington, VA","0.5 - 1 hr","Annual","13447","0"
"6/1/2013","Arlington, VA","1 - 1.5 hr","24-hr Pass","397","0"
"6/1/2013","Arlington, VA","1 - 1.5 hr","Annual","484","0"
"6/1/2013","Arlington, VA","1.5 - 2 hr","24-hr Pass","232","0"
"6/1/2013","Arlington, VA","1.5 - 2 hr","Annual","33","0"
"6/1/2013","Arlington, VA","2 - 3 hr","24-hr Pass","156","0"
"6/1/2013","Arlington, VA","2 - 3 hr","Annual","11","0"
"6/1/2013","Arlington, VA","3 - 4 hr","24-hr Pass","47","0"
"6/1/2013","Arlington, VA","3 - 4 hr","Annual","3","0"
"6/1/2013","Arlington, VA","4 - 5 hr","24-hr Pass","27","0"
"6/1/2013","Arlington, VA","4 - 5 hr","Annual","1","0"
"6/1/2013","Arlington, VA","5 - 24 hr","24-hr Pass","11","0"
"6/1/2013","Arlington, VA","5 - 24 hr","Annual","6","0"
"6/1/2013","Washington, DC","<0.5 hr","24-hr Pass","39820","0"
"6/1/2013","Washington, DC","<0.5 hr","Annual","175892","262031"
"6/1/2013","Washington, DC","0.5 - 1 hr","24-hr Pass","10768","0"
"6/1/2013","Washington, DC","0.5 - 1 hr","Annual","3478","0"
"6/1/2013","Washington, DC","1 - 1.5 hr","24-hr Pass","4577","0"
"6/1/2013","Washington, DC","1 - 1.5 hr","Annual","400","0"
"6/1/2013","Washington, DC","1.5 - 2 hr","24-hr Pass","2608","0"
"6/1/2013","Washington, DC","1.5 - 2 hr","Annual","137","0"
"6/1/2013","Washington, DC","2 - 3 hr","24-hr Pass","2177","0"
"6/1/2013","Washington, DC","2 - 3 hr","Annual","102","0"
"6/1/2013","Washington, DC","3 - 4 hr","24-hr Pass","566","0"
"6/1/2013","Washington, DC","3 - 4 hr","Annual","44","0"
"6/1/2013","Washington, DC","4 - 5 hr","24-hr Pass","179","0"
"6/1/2013","Washington, DC","4 - 5 hr","Annual","12","0"
"6/1/2013","Washington, DC","5 - 24 hr","24-hr Pass","218","0"
"6/1/2013","Washington, DC","5 - 24 hr","Annual","110","0"
"7/1/2013","Alexandria, VA","<0.5 hr","24-hr Pass","443","0"
"7/1/2013","Alexandria, VA","<0.5 hr","Annual","1701","2603"
"7/1/2013","Alexandria, VA","0.5 - 1 hr","24-hr Pass","148","0"
"7/1/2013","Alexandria, VA","0.5 - 1 hr","Annual","64","0"
"7/1/2013","Alexandria, VA","1 - 1.5 hr","24-hr Pass","111","0"
"7/1/2013","Alexandria, VA","1 - 1.5 hr","Annual","17","0"
"7/1/2013","Alexandria, VA","1.5 - 2 hr","24-hr Pass","55","0"
"7/1/2013","Alexandria, VA","1.5 - 2 hr","Annual","6","0"
"7/1/2013","Alexandria, VA","2 - 3 hr","24-hr Pass","31","0"
"7/1/2013","Alexandria, VA","2 - 3 hr","Annual","4","0"
"7/1/2013","Alexandria, VA","3 - 4 hr","24-hr Pass","19","0"
"7/1/2013","Alexandria, VA","3 - 4 hr","Annual","0","0"
"7/1/2013","Alexandria, VA","4 - 5 hr","24-hr Pass","1","0"
"7/1/2013","Alexandria, VA","4 - 5 hr","Annual","0","0"
"7/1/2013","Alexandria, VA","5 - 24 hr","24-hr Pass","3","0"
"7/1/2013","Alexandria, VA","5 - 24 hr","Annual","0","0"
"7/1/2013","Arlington, VA","<0.5 hr","24-hr Pass","2483","0"
"7/1/2013","Arlington, VA","<0.5 hr","Annual","14940","21231"
"7/1/2013","Arlington, VA","0.5 - 1 hr","24-hr Pass","866","0"
"7/1/2013","Arlington, VA","0.5 - 1 hr","Annual","450","0"
"7/1/2013","Arlington, VA","1 - 1.5 hr","24-hr Pass","419","0"
"7/1/2013","Arlington, VA","1 - 1.5 hr","Annual","49","0"
"7/1/2013","Arlington, VA","1.5 - 2 hr","24-hr Pass","218","0"
"7/1/2013","Arlington, VA","1.5 - 2 hr","Annual","10","0"
"7/1/2013","Arlington, VA","2 - 3 hr","24-hr Pass","178","0"
"7/1/2013","Arlington, VA","2 - 3 hr","Annual","5","0"
"7/1/2013","Arlington, VA","3 - 4 hr","24-hr Pass","47","0"
"7/1/2013","Arlington, VA","3 - 4 hr","Annual","3","0"
"7/1/2013","Arlington, VA","4 - 5 hr","24-hr Pass","17","0"
"7/1/2013","Arlington, VA","4 - 5 hr","Annual","1","0"
"7/1/2013","Arlington, VA","5 - 24 hr","24-hr Pass","22","0"
"7/1/2013","Arlington, VA","5 - 24 hr","Annual","2","0"
"7/1/2013","Washington, DC","<0.5 hr","24-hr Pass","41092","0"
"7/1/2013","Washington, DC","<0.5 hr","Annual","185822","270811"
"7/1/2013","Washington, DC","0.5 - 1 hr","24-hr Pass","11126","0"
"7/1/2013","Washington, DC","0.5 - 1 hr","Annual","3350","0"
"7/1/2013","Washington, DC","1 - 1.5 hr","24-hr Pass","4619","0"
"7/1/2013","Washington, DC","1 - 1.5 hr","Annual","381","0"
"7/1/2013","Washington, DC","1.5 - 2 hr","24-hr Pass","2601","0"
"7/1/2013","Washington, DC","1.5 - 2 hr","Annual","159","0"
"7/1/2013","Washington, DC","2 - 3 hr","24-hr Pass","2111","0"
"7/1/2013","Washington, DC","2 - 3 hr","Annual","128","0"
"7/1/2013","Washington, DC","3 - 4 hr","24-hr Pass","597","0"
"7/1/2013","Washington, DC","3 - 4 hr","Annual","28","0"
"7/1/2013","Washington, DC","4 - 5 hr","24-hr Pass","211","0"
"7/1/2013","Washington, DC","4 - 5 hr","Annual","21","0"
"7/1/2013","Washington, DC","5 - 24 hr","24-hr Pass","233","0"
"7/1/2013","Washington, DC","5 - 24 hr","Annual","105","0"
"8/1/2013","Alexandria, VA","<0.5 hr","24-hr Pass","397","0"
"8/1/2013","Alexandria, VA","<0.5 hr","Annual","1750","2824"
"8/1/2013","Alexandria, VA","0.5 - 1 hr","24-hr Pass","150","0"
"8/1/2013","Alexandria, VA","0.5 - 1 hr","Annual","83","0"
"8/1/2013","Alexandria, VA","1 - 1.5 hr","24-hr Pass","125","0"
"8/1/2013","Alexandria, VA","1 - 1.5 hr","Annual","20","0"
"8/1/2013","Alexandria, VA","1.5 - 2 hr","24-hr Pass","45","0"
"8/1/2013","Alexandria, VA","1.5 - 2 hr","Annual","5","0"
"8/1/2013","Alexandria, VA","2 - 3 hr","24-hr Pass","46","0"
"8/1/2013","Alexandria, VA","2 - 3 hr","Annual","2","0"
"8/1/2013","Alexandria, VA","3 - 4 hr","24-hr Pass","7","0"
"8/1/2013","Alexandria, VA","3 - 4 hr","Annual","2","0"
"8/1/2013","Alexandria, VA","4 - 5 hr","24-hr Pass","6","0"
"8/1/2013","Alexandria, VA","4 - 5 hr","Annual","0","0"
"8/1/2013","Alexandria, VA","5 - 24 hr","24-hr Pass","2","0"
"8/1/2013","Alexandria, VA","5 - 24 hr","Annual","0","0"
"8/1/2013","Arlington, VA","<0.5 hr","24-hr Pass","2416","0"
"8/1/2013","Arlington, VA","<0.5 hr","Annual","15944","22671"
"8/1/2013","Arlington, VA","0.5 - 1 hr","24-hr Pass","806","0"
"8/1/2013","Arlington, VA","0.5 - 1 hr","Annual","496","0"
"8/1/2013","Arlington, VA","1 - 1.5 hr","24-hr Pass","456","0"
"8/1/2013","Arlington, VA","1 - 1.5 hr","Annual","45","0"
"8/1/2013","Arlington, VA","1.5 - 2 hr","24-hr Pass","205","0"
"8/1/2013","Arlington, VA","1.5 - 2 hr","Annual","17","0"
"8/1/2013","Arlington, VA","2 - 3 hr","24-hr Pass","178","0"
"8/1/2013","Arlington, VA","2 - 3 hr","Annual","12","0"
"8/1/2013","Arlington, VA","3 - 4 hr","24-hr Pass","29","0"
"8/1/2013","Arlington, VA","3 - 4 hr","Annual","0","0"
"8/1/2013","Arlington, VA","4 - 5 hr","24-hr Pass","12","0"
"8/1/2013","Arlington, VA","4 - 5 hr","Annual","1","0"
"8/1/2013","Arlington, VA","5 - 24 hr","24-hr Pass","31","0"
"8/1/2013","Arlington, VA","5 - 24 hr","Annual","0","0"
"8/1/2013","Washington, DC","<0.5 hr","24-hr Pass","48306","0"
"8/1/2013","Washington, DC","<0.5 hr","Annual","198452","292711"
"8/1/2013","Washington, DC","0.5 - 1 hr","24-hr Pass","11320","0"
"8/1/2013","Washington, DC","0.5 - 1 hr","Annual","3492","0"
"8/1/2013","Washington, DC","1 - 1.5 hr","24-hr Pass","4721","0"
"8/1/2013","Washington, DC","1 - 1.5 hr","Annual","381","0"
"8/1/2013","Washington, DC","1.5 - 2 hr","24-hr Pass","2829","0"
"8/1/2013","Washington, DC","1.5 - 2 hr","Annual","149","0"
"8/1/2013","Washington, DC","2 - 3 hr","24-hr Pass","2094","0"
"8/1/2013","Washington, DC","2 - 3 hr","Annual","115","0"
"8/1/2013","Washington, DC","3 - 4 hr","24-hr Pass","645","0"
"8/1/2013","Washington, DC","3 - 4 hr","Annual","30","0"
"8/1/2013","Washington, DC","4 - 5 hr","24-hr Pass","194","0"
"8/1/2013","Washington, DC","4 - 5 hr","Annual","18","0"
"8/1/2013","Washington, DC","5 - 24 hr","24-hr Pass","204","0"
"8/1/2013","Washington, DC","5 - 24 hr","Annual","95","0"
"9/1/2013","Alexandria, VA","<0.5 hr","24-hr Pass","1","0"
"9/1/2013","Alexandria, VA","<0.5 hr","Annual","1748","2724"
"9/1/2013","Alexandria, VA","0.5 - 1 hr","24-hr Pass","1","0"
"9/1/2013","Alexandria, VA","0.5 - 1 hr","Annual","81","0"
"9/1/2013","Alexandria, VA","1 - 1.5 hr","24-hr Pass","12","0"
"9/1/2013","Alexandria, VA","1 - 1.5 hr","Annual","14","0"
"9/1/2013","Alexandria, VA","1.5 - 2 hr","24-hr Pass","31","0"
"9/1/2013","Alexandria, VA","1.5 - 2 hr","Annual","2","0"
"9/1/2013","Alexandria, VA","2 - 3 hr","24-hr Pass","46","0"
"9/1/2013","Alexandria, VA","2 - 3 hr","Annual","2","0"
"9/1/2013","Alexandria, VA","3 - 4 hr","24-hr Pass","88","0"
"9/1/2013","Alexandria, VA","3 - 4 hr","Annual","2","0"
"9/1/2013","Alexandria, VA","4 - 5 hr","24-hr Pass","167","0"
"9/1/2013","Alexandria, VA","4 - 5 hr","Annual","0","0"
"9/1/2013","Alexandria, VA","5 - 24 hr","24-hr Pass","318","0"
"9/1/2013","Alexandria, VA","5 - 24 hr","Annual","1","0"
"9/1/2013","Arlington, VA","<0.5 hr","24-hr Pass","2411","0"
"9/1/2013","Arlington, VA","<0.5 hr","Annual","16496","23407"
"9/1/2013","Arlington, VA","0.5 - 1 hr","24-hr Pass","801","0"
"9/1/2013","Arlington, VA","0.5 - 1 hr","Annual","497","0"
"9/1/2013","Arlington, VA","1 - 1.5 hr","24-hr Pass","321","0"
"9/1/2013","Arlington, VA","1 - 1.5 hr","Annual","54","0"
"9/1/2013","Arlington, VA","1.5 - 2 hr","24-hr Pass","210","0"
"9/1/2013","Arlington, VA","1.5 - 2 hr","Annual","10","0"
"9/1/2013","Arlington, VA","2 - 3 hr","24-hr Pass","169","0"
"9/1/2013","Arlington, VA","2 - 3 hr","Annual","8","0"
"9/1/2013","Arlington, VA","3 - 4 hr","24-hr Pass","55","0"
"9/1/2013","Arlington, VA","3 - 4 hr","Annual","2","0"
"9/1/2013","Arlington, VA","4 - 5 hr","24-hr Pass","21","0"
"9/1/2013","Arlington, VA","4 - 5 hr","Annual","0","0"
"9/1/2013","Arlington, VA","5 - 24 hr","24-hr Pass","25","0"
"9/1/2013","Arlington, VA","5 - 24 hr","Annual","7","0"
"9/1/2013","Rest of Montgomery County","<0.5 hr","24-hr Pass","0","0"
"9/1/2013","Rest of Montgomery County","<0.5 hr","Annual","115","352"
"9/1/2013","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","0","0"
"9/1/2013","Rest of Montgomery County","0.5 - 1 hr","Annual","16","0"
"9/1/2013","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","0","0"
"9/1/2013","Rest of Montgomery County","1 - 1.5 hr","Annual","3","0"
"9/1/2013","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","0","0"
"9/1/2013","Rest of Montgomery County","1.5 - 2 hr","Annual","2","0"
"9/1/2013","Rest of Montgomery County","2 - 3 hr","24-hr Pass","0","0"
"9/1/2013","Rest of Montgomery County","2 - 3 hr","Annual","0","0"
"9/1/2013","Rest of Montgomery County","3 - 4 hr","24-hr Pass","0","0"
"9/1/2013","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"9/1/2013","Rest of Montgomery County","4 - 5 hr","24-hr Pass","0","0"
"9/1/2013","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"9/1/2013","Rest of Montgomery County","5 - 24 hr","24-hr Pass","0","0"
"9/1/2013","Rest of Montgomery County","5 - 24 hr","Annual","1","0"
"9/1/2013","Rockville/Shady Grove","<0.5 hr","24-hr Pass","0","0"
"9/1/2013","Rockville/Shady Grove","<0.5 hr","Annual","21","7"
"9/1/2013","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","0","0"
"9/1/2013","Rockville/Shady Grove","0.5 - 1 hr","Annual","0","0"
"9/1/2013","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","0","0"
"9/1/2013","Rockville/Shady Grove","1 - 1.5 hr","Annual","1","0"
"9/1/2013","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","0","0"
"9/1/2013","Rockville/Shady Grove","1.5 - 2 hr","Annual","0","0"
"9/1/2013","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","0","0"
"9/1/2013","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"9/1/2013","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","0","0"
"9/1/2013","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"9/1/2013","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"9/1/2013","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"9/1/2013","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","0","0"
"9/1/2013","Rockville/Shady Grove","5 - 24 hr","Annual","0","0"
"9/1/2013","Washington, DC","<0.5 hr","24-hr Pass","39821","0"
"9/1/2013","Washington, DC","<0.5 hr","Annual","203731","289704"
"9/1/2013","Washington, DC","0.5 - 1 hr","24-hr Pass","8957","0"
"9/1/2013","Washington, DC","0.5 - 1 hr","Annual","3586","0"
"9/1/2013","Washington, DC","1 - 1.5 hr","24-hr Pass","3737","0"
"9/1/2013","Washington, DC","1 - 1.5 hr","Annual","404","0"
"9/1/2013","Washington, DC","1.5 - 2 hr","24-hr Pass","2043","0"
"9/1/2013","Washington, DC","1.5 - 2 hr","Annual","130","0"
"9/1/2013","Washington, DC","2 - 3 hr","24-hr Pass","1659","0"
"9/1/2013","Washington, DC","2 - 3 hr","Annual","98","0"
"9/1/2013","Washington, DC","3 - 4 hr","24-hr Pass","511","0"
"9/1/2013","Washington, DC","3 - 4 hr","Annual","27","0"
"9/1/2013","Washington, DC","4 - 5 hr","24-hr Pass","158","0"
"9/1/2013","Washington, DC","4 - 5 hr","Annual","18","0"
"9/1/2013","Washington, DC","5 - 24 hr","24-hr Pass","161","0"
"9/1/2013","Washington, DC","5 - 24 hr","Annual","123","0"
"10/1/2013","Alexandria, VA","<0.5 hr","24-hr Pass","207","0"
"10/1/2013","Alexandria, VA","<0.5 hr","Annual","1669","2134"
"10/1/2013","Alexandria, VA","0.5 - 1 hr","24-hr Pass","86","0"
"10/1/2013","Alexandria, VA","0.5 - 1 hr","Annual","57","0"
"10/1/2013","Alexandria, VA","1 - 1.5 hr","24-hr Pass","70","0"
"10/1/2013","Alexandria, VA","1 - 1.5 hr","Annual","13","0"
"10/1/2013","Alexandria, VA","1.5 - 2 hr","24-hr Pass","29","0"
"10/1/2013","Alexandria, VA","1.5 - 2 hr","Annual","6","0"
"10/1/2013","Alexandria, VA","2 - 3 hr","24-hr Pass","16","0"
"10/1/2013","Alexandria, VA","2 - 3 hr","Annual","4","0"
"10/1/2013","Alexandria, VA","3 - 4 hr","24-hr Pass","4","0"
"10/1/2013","Alexandria, VA","3 - 4 hr","Annual","0","0"
"10/1/2013","Alexandria, VA","4 - 5 hr","24-hr Pass","2","0"
"10/1/2013","Alexandria, VA","4 - 5 hr","Annual","2","0"
"10/1/2013","Alexandria, VA","5 - 24 hr","24-hr Pass","3","0"
"10/1/2013","Alexandria, VA","5 - 24 hr","Annual","0","0"
"10/1/2013","Arlington, VA","<0.5 hr","24-hr Pass","1758","0"
"10/1/2013","Arlington, VA","<0.5 hr","Annual","15312","19852"
"10/1/2013","Arlington, VA","0.5 - 1 hr","24-hr Pass","487","0"
"10/1/2013","Arlington, VA","0.5 - 1 hr","Annual","418","0"
"10/1/2013","Arlington, VA","1 - 1.5 hr","24-hr Pass","297","0"
"10/1/2013","Arlington, VA","1 - 1.5 hr","Annual","30","0"
"10/1/2013","Arlington, VA","1.5 - 2 hr","24-hr Pass","121","0"
"10/1/2013","Arlington, VA","1.5 - 2 hr","Annual","7","0"
"10/1/2013","Arlington, VA","2 - 3 hr","24-hr Pass","125","0"
"10/1/2013","Arlington, VA","2 - 3 hr","Annual","8","0"
"10/1/2013","Arlington, VA","3 - 4 hr","24-hr Pass","37","0"
"10/1/2013","Arlington, VA","3 - 4 hr","Annual","4","0"
"10/1/2013","Arlington, VA","4 - 5 hr","24-hr Pass","16","0"
"10/1/2013","Arlington, VA","4 - 5 hr","Annual","1","0"
"10/1/2013","Arlington, VA","5 - 24 hr","24-hr Pass","22","0"
"10/1/2013","Arlington, VA","5 - 24 hr","Annual","6","0"
"10/1/2013","Rest of Montgomery County","<0.5 hr","24-hr Pass","113","0"
"10/1/2013","Rest of Montgomery County","<0.5 hr","Annual","827","2384"
"10/1/2013","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","103","0"
"10/1/2013","Rest of Montgomery County","0.5 - 1 hr","Annual","118","0"
"10/1/2013","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","58","0"
"10/1/2013","Rest of Montgomery County","1 - 1.5 hr","Annual","18","0"
"10/1/2013","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","21","0"
"10/1/2013","Rest of Montgomery County","1.5 - 2 hr","Annual","7","0"
"10/1/2013","Rest of Montgomery County","2 - 3 hr","24-hr Pass","8","0"
"10/1/2013","Rest of Montgomery County","2 - 3 hr","Annual","4","0"
"10/1/2013","Rest of Montgomery County","3 - 4 hr","24-hr Pass","6","0"
"10/1/2013","Rest of Montgomery County","3 - 4 hr","Annual","2","0"
"10/1/2013","Rest of Montgomery County","4 - 5 hr","24-hr Pass","4","0"
"10/1/2013","Rest of Montgomery County","4 - 5 hr","Annual","3","0"
"10/1/2013","Rest of Montgomery County","5 - 24 hr","24-hr Pass","3","0"
"10/1/2013","Rest of Montgomery County","5 - 24 hr","Annual","2","0"
"10/1/2013","Rockville/Shady Grove","<0.5 hr","24-hr Pass","33","0"
"10/1/2013","Rockville/Shady Grove","<0.5 hr","Annual","82","107"
"10/1/2013","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","10","0"
"10/1/2013","Rockville/Shady Grove","0.5 - 1 hr","Annual","3","0"
"10/1/2013","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","8","0"
"10/1/2013","Rockville/Shady Grove","1 - 1.5 hr","Annual","0","0"
"10/1/2013","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","1","0"
"10/1/2013","Rockville/Shady Grove","1.5 - 2 hr","Annual","0","0"
"10/1/2013","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","1","0"
"10/1/2013","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"10/1/2013","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","1","0"
"10/1/2013","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"10/1/2013","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","1","0"
"10/1/2013","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"10/1/2013","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","2","0"
"10/1/2013","Rockville/Shady Grove","5 - 24 hr","Annual","0","0"
"10/1/2013","Washington, DC","<0.5 hr","24-hr Pass","26983","0"
"10/1/2013","Washington, DC","<0.5 hr","Annual","195798","0"
"10/1/2013","Washington, DC","0.5 - 1 hr","24-hr Pass","6462","0"
"10/1/2013","Washington, DC","0.5 - 1 hr","Annual","2868","258699"
"10/1/2013","Washington, DC","1 - 1.5 hr","24-hr Pass","2853","0"
"10/1/2013","Washington, DC","1 - 1.5 hr","Annual","341","0"
"10/1/2013","Washington, DC","1.5 - 2 hr","24-hr Pass","1567","0"
"10/1/2013","Washington, DC","1.5 - 2 hr","Annual","103","0"
"10/1/2013","Washington, DC","2 - 3 hr","24-hr Pass","1294","0"
"10/1/2013","Washington, DC","2 - 3 hr","Annual","77","0"
"10/1/2013","Washington, DC","3 - 4 hr","24-hr Pass","363","0"
"10/1/2013","Washington, DC","3 - 4 hr","Annual","25","0"
"10/1/2013","Washington, DC","4 - 5 hr","24-hr Pass","102","0"
"10/1/2013","Washington, DC","4 - 5 hr","Annual","20","0"
"10/1/2013","Washington, DC","5 - 24 hr","24-hr Pass","120","0"
"10/1/2013","Washington, DC","5 - 24 hr","Annual","87","0"
"11/1/2013","Alexandria, VA","<0.5 hr","24-hr Pass","116","0"
"11/1/2013","Alexandria, VA","<0.5 hr","Annual","1321","1415"
"11/1/2013","Alexandria, VA","0.5 - 1 hr","24-hr Pass","45","0"
"11/1/2013","Alexandria, VA","0.5 - 1 hr","Annual","30","0"
"11/1/2013","Alexandria, VA","1 - 1.5 hr","24-hr Pass","33","0"
"11/1/2013","Alexandria, VA","1 - 1.5 hr","Annual","6","0"
"11/1/2013","Alexandria, VA","1.5 - 2 hr","24-hr Pass","12","0"
"11/1/2013","Alexandria, VA","1.5 - 2 hr","Annual","1","0"
"11/1/2013","Alexandria, VA","2 - 3 hr","24-hr Pass","22","0"
"11/1/2013","Alexandria, VA","2 - 3 hr","Annual","0","0"
"11/1/2013","Alexandria, VA","3 - 4 hr","24-hr Pass","5","0"
"11/1/2013","Alexandria, VA","3 - 4 hr","Annual","0","0"
"11/1/2013","Alexandria, VA","4 - 5 hr","24-hr Pass","2","0"
"11/1/2013","Alexandria, VA","4 - 5 hr","Annual","0","0"
"11/1/2013","Alexandria, VA","5 - 24 hr","24-hr Pass","0","0"
"11/1/2013","Alexandria, VA","5 - 24 hr","Annual","1","0"
"11/1/2013","Arlington, VA","<0.5 hr","24-hr Pass","824","0"
"11/1/2013","Arlington, VA","<0.5 hr","Annual","11443","12954"
"11/1/2013","Arlington, VA","0.5 - 1 hr","24-hr Pass","274","0"
"11/1/2013","Arlington, VA","0.5 - 1 hr","Annual","240","0"
"11/1/2013","Arlington, VA","1 - 1.5 hr","24-hr Pass","131","0"
"11/1/2013","Arlington, VA","1 - 1.5 hr","Annual","21","0"
"11/1/2013","Arlington, VA","1.5 - 2 hr","24-hr Pass","53","0"
"11/1/2013","Arlington, VA","1.5 - 2 hr","Annual","6","0"
"11/1/2013","Arlington, VA","2 - 3 hr","24-hr Pass","41","0"
"11/1/2013","Arlington, VA","2 - 3 hr","Annual","6","0"
"11/1/2013","Arlington, VA","3 - 4 hr","24-hr Pass","14","0"
"11/1/2013","Arlington, VA","3 - 4 hr","Annual","1","0"
"11/1/2013","Arlington, VA","4 - 5 hr","24-hr Pass","17","0"
"11/1/2013","Arlington, VA","4 - 5 hr","Annual","1","0"
"11/1/2013","Arlington, VA","5 - 24 hr","24-hr Pass","6","0"
"11/1/2013","Arlington, VA","5 - 24 hr","Annual","2","0"
"11/1/2013","Rest of Montgomery County","<0.5 hr","24-hr Pass","150","0"
"11/1/2013","Rest of Montgomery County","<0.5 hr","Annual","1196","2475"
"11/1/2013","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","74","0"
"11/1/2013","Rest of Montgomery County","0.5 - 1 hr","Annual","106","0"
"11/1/2013","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","70","0"
"11/1/2013","Rest of Montgomery County","1 - 1.5 hr","Annual","6","0"
